SiteUnit,Species,MeanCov,Constancy,nPlots
CWH xm 1 /114,POLYMUN,24.5,100,4
CWH xm 1 /114,THUJPLI,1.5,75,4
CWH xm 1 /114,GALITRF,0.275,75,4
SBS mc 2 /07,LINNBOR,1.2375,75,16
ESSFvc   /01,GALITRF,0.210526315789474,31.5789473684211,19
CWH xm 1 /114,OSMOBER,0.15,50,4
CWH xm 1 /114,PETAFRI3,7.525,50,4
BWBSmw   /103,VIBUEDU,2.78,68,25
ESSFwv   /05,RHYTTRI,0.6875,18.75,16
ESSFwh 2 /104,PYROCHL,0.0647058823529412,11.7647058823529,17
BWBSwk 2 /103,VACCVIT,0.372727272727273,36.3636363636364,11
PP  xh 2 /103,FRAGVIR,0.0645161290322581,9.67741935483871,31
PP  xh 2 /110.1,PLATGLA,1.28571428571429,100,7
CWH xm 1 /114,TIARTRI,3,75,4
CWH xm 1 /114,EURHPRA,1.025,50,4
SBS vk   /02,HYLOSPL,1,33.3333333333333,6
ESSFwmw  /110,MARCPOL,0.0744444444444445,44.4444444444444,9
IDF dm 2 /102,PSEUMEN,18.6875,100,8
ICH xw   /103,CEANSAN,0.166666666666667,23.8095238095238,21
ICH xw   /102,CALARUB,2.13333333333333,77.7777777777778,9
ICH mw 4 /104.1,CHIMUMB,1.94166666666667,91.6666666666667,12
ESSFwh 1 /101,RIBELAC,0.48,42.8571428571429,35
ESSFmh   /110,STRELAN,1.62380952380952,42.8571428571429,21
CWH xm 1 /114,ATHYFIL,0.775,100,4
CWH xm 1 /114,LEUCACA,0.275,50,4
ICH wc   /08,TOMENIT,0.15,25,8
ICH xw   /103,ARCTUVA,1.30619047619048,61.9047619047619,21
IDF dk 2 /101,ANTERAC,0.974257425742574,34.6534653465347,101
CWH xm 1 /114,TELLGRA,1.275,50,4
CWH xm 1 /114,DICEFOR,3.75,50,4
CWH xm 1 /114,CAREDEW,0.5,50,4
ESSFwm 1 /101,CLADECM,0.0155,15,20
SBS mw   /01,PICEGLAD,0.0115384615384615,11.5384615384615,26
ESSFwk 1 /01,STREAMP,0.220689655172414,58.6206896551724,29
CWH xm 1 /114,RIBELAC,0.625,50,4
CWH xm 1 /114,DRYOEXP,0.5,75,4
CWH vm 3 /110,RHIZGLB,3.96304347826087,47.8260869565218,46
ESSFmk   /01,ABIEAMA,9.52777777777778,33.3333333333333,18
ESSFmcw  /111,BRACHYT,7,60,5
ICH mw 1 /01,CAREAUR,0.423076923076923,15.3846153846154,13
IDF dm 2 /110,PICEENE,10.8666666666667,53.3333333333333,15
CWH vm 3 /110,EURHPRA,0.0326086956521739,4.34782608695652,46
CWH vm 3 /110,PLAGINS,1.36086956521739,21.7391304347826,46
CWH vm 3 /110,POLYMUN,4.44565217391304,30.4347826086957,46
CWH vm 3 /110,RHYTLOR,20.3717391304348,89.1304347826087,46
CWH vm 3 /110,STRUSPI,7.99565217391304,69.5652173913044,46
ESSFwmw  /101,LARILYA,2.064,44,25
ICH mw 5 /110,RUBUPAR,1.64285714285714,85.7142857142857,7
ESSFwc 4 /101,PECTBRE,1.29486486486486,48.6486486486487,37
IDF dm 1 /101,PROSHOO,0.0265,10,20
IDF xx 1 /101,SYMPALB,8.08571428571429,100,7
IDF dk 5 /110,LONIINV,2.02222222222222,88.8888888888889,9
ICH mw 2 /110,THUJPLI,33.9583333333333,100,24
CWH vm 3 /110,ADIAALE,0.0543478260869565,4.34782608695652,46
CWH vm 3 /110,POLYJUN,0.154347826086957,4.34782608695652,46
CWH vm 3 /110,MENZFER,1.03478260869565,39.1304347826087,46
CWH vm 3 /110,EURHORE,2.86304347826087,26.0869565217391,46
BWBSmw   /101,VIOLREN,0.165957446808511,31.9148936170213,47
ICH wk 1 /104,RHYTTRI,2.06666666666667,13.3333333333333,45
CWH vm 3 /110,TIARTRI,1.25,28.2608695652174,46
CWH vm 3 /110,VACCPAR,3.81847826086957,58.6956521739131,46
CWH vm 3 /110,HYLOSPL,6.90217391304348,50,46
CWH vm 3 /110,DRYOEXP,8.28478260869565,73.9130434782609,46
CWH vm 3 /110,THUJPLI,6.19130434782609,41.304347826087,46
CWH vm 3 /110,TSUGHET,39.5380434782609,97.8260869565217,46
CWH vm 3 /110,ABIEAMA,21.4913043478261,76.0869565217391,46
MS  dm 2 /111,PETAFRI3,0.0607142857142857,14.2857142857143,28
ESSFwh 2 /111,GYMNDRY,17.8333333333333,100,6
CWH vm 3 /110,RUBUSPE,1.63695652173913,65.2173913043478,46
CWH vm 3 /110,GAULSHA,0.55,17.3913043478261,46
CWH vm 3 /110,PICESIT,11.2065434782609,50,46
MS  dk   /104,LEYMINN,8.83333333333333,50,6
ESSFdk 1 /101,VERAVIR,0.372222222222222,27.7777777777778,18
ESSFdc 1 /110,TIARTRI2,6.25083333333333,83.3333333333333,12
ESSFmv 2 /02,CORNCAN,2.88181818181818,90.9090909090909,11
IDF dk 3 /09,RIBEOXY,1.29090909090909,54.5454545454545,11
CWH xm 2 /114,VACCPAR,0.505882352941176,52.9411764705882,17
ESSFmm 3 /110,PICEENG,9.13333333333333,80,15
CWH xm 2 /114,EURHPRA,1.20588235294118,23.5294117647059,17
CWH xm 2 /114,SAMBRAC,0.976470588235294,47.0588235294118,17
CWH xm 2 /114,MAIADIL,1.41176470588235,47.0588235294118,17
SBS dw 3 /01,EURYCON,2.12222222222222,83.3333333333333,18
SBS mm   /01,ALECSAR,0.3125,37.5,8
CWH xm 2 /114,TOLMMEN,1.12941176470588,29.4117647058824,17
SBS dw 1 /08,DRYOEXP,0.12,40,5
SBS dw 1 /01,MITENUD,0.235135135135135,51.3513513513514,37
ICH wk 1 /111,BRACHYT,4.225,35,20
IDF xx 1 /110,ELYMGLA,0.428571428571429,42.8571428571429,7
ESSFxc 1 /110,PINUCON,3.75,25,16
ICH mw 3 /04,CORNCAN,3.44827586206897,31.0344827586207,29
SBS mc 2 /09,PELTIGE,0.566666666666667,13.3333333333333,15
ICH xw   /104,CALARUB,6.7,83.3333333333333,18
ESSFdc 2 /101,STREAMP,0.19525,20,40
CWH xm 2 /114,CAREX,0.00588235294117647,11.7647058823529,17
ESSFdkw  /110,VACCSCO,8.94444444444445,88.8888888888889,9
IDF dm 2 /103,ARCTUVA,2.58275862068966,55.1724137931035,29
IDF xk   /110,ANTEMIC,0.0645454545454545,36.3636363636364,11
ICH wk 1 /110,THUJPLID,0.0593220338983051,6.77966101694915,59
ICH vk 2 /06,EQUIARV,0.275,75,4
ICH wk 1 /01,STRESTR,0.1875,29.1666666666667,24
ICH mc 1 /01,PICEXLU,1.09459459459459,27.027027027027,37
ESSFdc 2 /112,SENETRI,3.73333333333333,100,9
MS  dw   /110,TIARTRI2,0.714285714285714,19.0476190476191,21
ESSFwcw  /102,CLADCOR,1.075,50,4
CWH xm 1 /114,RUBUPAR,0.625,50,4
CWH xm 1 /114,VIOLGLA,0.15,50,4
ESSFwh 2 /112,SORBSCO,0.0871428571428572,28.5714285714286,7
SBS vk   /07,THALOCC,0.7,60,5
CWH xm 1 /114,GYMNDRY,0.15,50,4
CWH xm 1 /114,RUBUURS,0.65,75,4
ESSFdk 1 /101,SALISCO,1,11.1111111111111,18
ICH mc 2 /04,PLATORB,0.0714285714285714,14.2857142857143,28
BWBSdk   /102,EMPENIG,3.48148148148148,33.3333333333333,27
CWH xm 1 /114,ABIEGRA,2.75,50,4
CWH xm 1 /114,CAREHEN,0.05,50,4
CWH xm 1 /114,BERBNER,0.775,50,4
CWH xm 1 /114,FESTSUB,0.05,50,4
CWH xm 1 /114,ADIAALE,0.525,50,4
CWH xm 1 /114,EURHORE,1.9,75,4
MS  xv   /06,ORTHSEC,0.150714285714286,60.7142857142857,28
CWH xm 1 /114,VACCPAR,0.5,50,4
ESSFxv 2 /03,LUPIARC,10,60,5
ICH wk 1 /104,ABIELASD,0.0222222222222222,4.44444444444444,45
ICH vk 1 /104,VACCOVL,2.625,87.5,24
SBS mh   /06,PINUCON2,2.33333333333333,100,3
SBS mc 2 /03,DICRPOL,0.166666666666667,33.3333333333333,6
ESSFmkw  /110,CAREMAO,0.375,25,8
BWBSdk   /101,PELTAPH,0.953731958762887,73.1958762886598,97
BWBSmk   /101,BETUGLA,0.0108695652173913,4.34782608695652,92
ESSFmk   /06,PECTPET,0.333333333333333,66.6666666666667,3
ESSFwh 3 /110,THUJPLI,5.6753125,40.625,32
ESSFwk 1 /05,EQUIPRA,0.0137931034482759,13.7931034482759,29
ICH wk 1 /04,PTILCAL,0.0465116279069768,6.97674418604651,43
ESSFwh 2 /104,TIARTRI2,0.858823529411765,52.9411764705882,17
ESSFdk 1 /110,HERAMAX,1.68214285714286,42.8571428571429,14
ESSFmm 3 /110,RIBELAC,2.4,86.6666666666667,15
SBS mc 3 /04,JUNICOM,0.833333333333333,50,6
IDF xm   /10,JUNICOM,0.6,20,10
IDF dm 2 /102,KOELMAC,0.5125,62.5,8
SBS dw 2 /07,ORYZASP,0.766666666666667,66.6666666666667,6
IDF dk 1 /101,CLADECM,0.104838709677419,8.06451612903226,62
ESSFwm 4 /101,TIARTRI2,2.72788888888889,88.8888888888889,18
IDF xm   /03,ROSAACI,1.5,100,5
CWH xm 1 /110,ADENBIC,0.13125,12.5,16
CWH xm 1 /110,TSUGHET,16.134375,100,16
CWH xm 1 /110,HYLOSPL,5.35625,75,16
CWH xm 1 /110,POLYMUN,36.9375,100,16
CWH xm 1 /110,PTERAQU,0.956875,56.25,16
CWH xm 1 /110,VACCPAR,1.476875,81.25,16
MS  dm 1 /104,CALARUB,24.08,96,25
CWH xm 1 /110,ILEXAQU,0.06875,18.75,16
CWH xm 1 /110,LYSILAT,0.139375,62.5,16
CWH xm 1 /110,GAULSHA,4.4625,68.75,16
CWH xm 1 /110,TRILOVA,0.08125,25,16
IDF xh 1 /105,CEANVEL,3.11904761904762,28.5714285714286,21
CWH xm 1 /110,GALITRF,0.150125,50,16
CWH xm 1 /110,ACERMAC,8.0063125,50,16
CWH xm 1 /110,TIARTRI,0.05,25,16
ESSFmv 4 /04,THALOCC,0.1,33.3333333333333,6
ICH wk 4 /01,LINNBOR,0.355,25,20
SBS mc 1 /01,VACCMEM,6.29615384615385,100,26
CWH xm 1 /110,PSEUMEN,29.625,100,16
CWH xm 1 /110,RUBUURS,0.406875,75,16
SBS mc 1 /01,RIBELAC,0.4,61.5384615384615,26
ICH mk 2 /01,THUJPLI,20.8648648648649,83.7837837837838,37
SBS wk 2 /01,PICEGLA,5.1,33.3333333333333,33
CWH xm 1 /110,EURHORE,13.63125,81.25,16
CWH xm 1 /110,RUBUSPE,0.9563125,31.25,16
CWH xm 1 /110,ACHLTRI,2.956875,43.75,16
CWH xm 1 /110,THUJPLI,17.134375,93.75,16
ESSFwv   /01,NEOTCOR,0.32,52,25
ESSFxc 2 /111,TROLALB,5.30769230769231,92.3076923076923,13
SBS dw 3 /05,CORNCAN,6.16666666666667,100,12
CWH xm 1 /110,BERBNER,3.78125,68.75,16
CWH xm 2 /102,LYSILAT,0.133333333333333,33.3333333333333,15
CWH xm 2 /102,EURHORE,5.22,33.3333333333333,15
CWH xm 2 /102,SALISIT,0.353333333333333,20,15
CWH xm 2 /102,RHYTLOR,2.01333333333333,33.3333333333333,15
IDF xm   /01,VIOLADU,0.147222222222222,38.8888888888889,36
ICH mc 2 /03,RIBELAC,1.25,50,20
CWH xm 2 /102,FRAGVIR,0.353333333333333,53.3333333333333,15
CWH xm 2 /102,POLYMUN,0.214,40,15
CWH xm 2 /102,GRASS,0.4,13.3333333333333,15
MS  dm 1 /101,VIOLREN,0.0588235294117647,11.7647058823529,17
ICH mw 3 /05,MAIARAC,0.374444444444444,48.1481481481482,27
CWH xm 2 /102,PELTBRI,0.034,13.3333333333333,15
ESSFwh 1 /104,DICRANU,8.8125,37.5,16
BWBSwk 2 /101,LYCOANN,1.60588235294118,70.5882352941177,17
ICH mw 3 /04,AMELALN,2.20689655172414,75.8620689655172,29
SBS wk 2 /06,AGROCAP,0.166666666666667,16.6666666666667,18
CWH xm 2 /102,POLYJUN,2.12666666666667,53.3333333333333,15
CWH xm 2 /102,ROSAGYM,0.34,66.6666666666667,15
CWH xm 2 /102,AMELALN,0.16,26.6666666666667,15
SBS mw   /05,MAIARAC,0.0444444444444444,44.4444444444444,18
IDF dk 2 /101,RHYTROB,0.181287128712871,18.8118811881188,101
CWH xm 2 /102,HOLODIC,0.94,20,15
SBS mc 2 /07,CORNCAN,17.3125,93.75,16
ESSFwm 2 /110,THALOCC,0.394444444444444,22.2222222222222,18
SBPSdc   /01,VACCCAE,3.01409090909091,95.4545454545454,22
SBS dw 1 /01,POPUTRE,2.12972972972973,56.7567567567568,37
BWBSwk 1 /104,ROSAACI,1.648,56,25
CWH xm 2 /102,POLYCOM,0.293333333333333,26.6666666666667,15
CWH vh 1 /111,ATHYFIL,9.11904761904762,80.952380952381,21
CWH vh 1 /111,GAULSHA,6.42857142857143,38.0952380952381,21
CWH vh 1 /111,RHIZGLB,1.23809523809524,33.3333333333333,21
IDF dk 2 /105,BRYUCAE,0.0933333333333333,13.3333333333333,15
IDF xh 2 /101,PELTRUF,0.42156862745098,15.6862745098039,51
ESSFxc 2 /110,OSMOBER,0.0552413793103448,20.6896551724138,29
CWH vh 1 /111,RHYTLOR,3.35714285714286,76.1904761904762,21
CWH vh 1 /111,TIARTRI,5.76242857142857,90.4761904761905,21
CWH vh 1 /111,CLAYSIB,1.65242857142857,57.1428571428571,21
CWH vh 1 /111,THUJPLI,4.48571428571429,42.8571428571429,21
CWH vh 1 /111,ALNURUB,3.12380952380952,42.8571428571429,21
CWH vh 1 /111,PICESIT,25.6809523809524,95.2380952380952,21
CWH vh 1 /111,POLYMUN,34.3333333333333,90.4761904761905,21
CWH vh 1 /111,MAIADIL,4.95238095238095,80.952380952381,21
SBS mm   /07,ABIELAS,26.8571428571429,100,7
SBPSmk   /01,ARALNUD,0.334210526315789,18.4210526315789,38
ESSFwc 4 /112,XYLOVIT,0.333333333333333,33.3333333333333,6
BWBSwk 3 /103,PYROASA,0.131578947368421,10.5263157894737,19
SBS mw   /01,ARALNUD,2.04346153846154,92.3076923076923,26
IDF dk 3 /01,VICIAME,0.158918918918919,35.1351351351351,37
IDF dk 2 /104,CLADCHL,0.202439024390244,24.390243902439,41
SBS wk 2 /06,ACTARUB,0.583333333333333,38.8888888888889,18
CWH vh 1 /111,TSUGHET,27.6428571428571,90.4761904761905,21
CWH vh 1 /111,SAMBRAC,2.17619047619048,47.6190476190476,21
CWH vh 1 /111,LEUCACA,5.38571428571429,66.6666666666667,21
CWH vh 1 /111,EURHPRA,4.16666666666667,57.1428571428571,21
ESSFmc   /04,PLEUSCH,40.25,87.5,8
SBS vk   /06,BRACHYT,0.375,50,4
IDF xh 2 /101,EURYCON,2.20196078431373,64.7058823529412,51
ICH mk 2 /04,PYROASA,0.25,21.4285714285714,14
SBS mm   /08,VIOLA,1.25,83.3333333333333,6
ESSFdh 1 /104,RUBUPAR,1.4375,50,8
ICH vc   /03,VIBUEDU,5.5,61.1111111111111,18
CWH vh 1 /111,TIARTRI3,0.538095238095238,42.8571428571429,21
CWH vh 1 /111,RUBUSPE,21.8904761904762,95.2380952380952,21
CWH vh 1 /111,STRUSPI,10.4190476190476,85.7142857142857,21
CWH vh 1 /111,VACCOVT,0.0380952380952381,9.52380952380952,21
ESSFmw   /04,VACCMEM,21,100,11
SBS dw 2 /06,SALISCO,0.436842105263158,57.8947368421053,19
ICH wk 1 /110,ARUNDIO,0.23728813559322,13.5593220338983,59
CWH vh 1 /111,STREAMP,0.581,47.6190476190476,21
CWH vh 1 /111,FRANPUR,0.228571428571429,14.2857142857143,21
CWH vh 1 /111,VACCPAR,7.93809523809524,80.952380952381,21
CWH vh 1 /111,DRYOEXP,1.38571428571429,42.8571428571429,21
BWBSmk   /104,SALIX,0.326168224299065,15.8878504672897,107
SBS dw 1 /01,ORTHSEC,0.45945945945946,97.2972972972973,37
MS  dm 2 /102,CALARUB,9.81818181818182,100,11
ICH mw 2 /Ws10,PTILCRI,1.33333333333333,66.6666666666667,3
ESSFdk 2 /111,SALIX,0.5,21.0526315789474,19
ICH vk 1 /104,PAXIMYR,2.3,45.8333333333333,24
ESSFwm 3 /111,XEROTEN,0.681,45,20
IDF xm   /04,FRAGVIR,0.08,70,10
IDF dk 1 /101,ALECSAR,0.241935483870968,17.741935483871,62
SBS mc 1 /06,PYROCHL,0.122222222222222,55.5555555555556,9
BWBSmk   /Wb09,CLADSUL,0.075,50,4
ICH mc 2 /08,TOMENIT,9.25,100,4
CWH xm 1 /111,VACCPAR,1.05,83.3333333333333,6
CWH xm 1 /111,EURHORE,2,33.3333333333333,6
ESSFdc 2 /104,RUBUPED,0.190714285714286,14.2857142857143,42
SBS dw 2 /01,OSMOBER,0.127948717948718,51.2820512820513,39
IDF xh 2 /110,CLADSUL,0.05,9.09090909090909,22
CWH xm 1 /111,THUJPLI,18.1666666666667,83.3333333333333,6
ICH xw   /111,OSMOBER,0.97,90,10
IDF xm   /01,PSEUMEN,33.0055555555556,94.4444444444444,36
MS  xk 1 /105,CORNCAN,2.7625,68.75,16
CWH xm 1 /111,BUCKUND,0.5,33.3333333333333,6
CWH xm 1 /111,STRUSPI,20,100,6
CWH xm 1 /111,GAULSHA,2.75,83.3333333333333,6
ESSFwh 3 /101,VACCMEM,11.537037037037,100,27
ESSFwc 2 /07,PICEENG,12.5833333333333,95.8333333333333,24
IDF dk 1 /105,BRYOFUS,0.5,20,10
CWH xm 1 /111,POLYMUN,5.66666666666667,100,6
CWH xm 1 /111,TSUGHET,28.8333333333333,100,6
ESSFdcw  /103,VALESIT,1.33333333333333,44.4444444444444,9
ESSFmw   /01,NEOTCOR,0.303703703703704,14.8148148148148,27
CWH xm 1 /111,PTERAQU,0.516666666666667,50,6
CWH xm 1 /111,ALNURUB,1.85,66.6666666666667,6
CWH xm 1 /111,LEUCACA,0.183333333333333,33.3333333333333,6
CWH xm 1 /111,HYLOSPL,4.66666666666667,50,6
ESSFdh 1 /104,BRYOFUS,0.625,25,8
ESSFwc 2 /07,VAHLATR,0.208333333333333,20.8333333333333,24
CWH xm 1 /110,DRYOEXP,2.319375,56.25,16
CWH xm 1 /110,MYCEMUR,0.06875,37.5,16
ICH wk 2 /04,LINNBOR,2.46363636363636,100,11
ICH wk 1 /110,OSMOBER,0.135593220338983,22.0338983050847,59
IDF dk 3 /03,PELTMAL,0.84,60,5
ESSFxc 2 /111,ERIGPER,0.192307692307692,15.3846153846154,13
ICH mk 3 /06,RHIZNUD,1.3,75,4
BWBSmk   /101,BETUNEO,0.228260869565217,5.43478260869565,92
MS  dm 2 /104,LONIINV,0.0916666666666667,16.6666666666667,24
CWH vm 1 /110,RHYTLOR,14.2826086956522,86.9565217391305,46
CWH vm 1 /110,GAULSHA,20.8358695652174,65.2173913043478,46
CWH vm 1 /110,EURHORE,6.90652173913044,63.0434782608696,46
CWH vm 1 /110,STRUSPI,24.1913043478261,97.8260869565217,46
CWH vm 1 /110,EURHPRA,0.0239130434782609,4.34782608695652,46
BWBSmw   /110,ACTARUB,0.2,37.5,8
PP  xh 1 /104,ANTEDIM,0.38,40,20
CWH vm 1 /110,TIARTRI,0.628260869565217,36.9565217391304,46
CWH vm 1 /110,HOOKLUC,0.152173913043478,15.2173913043478,46
CWH vm 1 /110,MENZFER,2.17608695652174,58.6956521739131,46
CWH vm 1 /110,VACCOVL,3,32.6086956521739,46
CWH vm 1 /110,MAIADIL,0.530434782608696,41.304347826087,46
CWH vm 1 /110,VACCOVT,0.154347826086957,8.69565217391304,46
CWH vm 1 /110,RHIZGLB,2.54565217391304,39.1304347826087,46
SBS mc 2 /09,HERAMAX,0.22,33.3333333333333,15
SBS dh 1 /05,ORYZASP,4.25,100,4
ESSFmm 3 /111,FRAGVIR,0.0272727272727273,18.1818181818182,11
CWH vm 1 /110,ABIEAMA,16.2630434782609,86.9565217391305,46
CWH vm 1 /110,HYLOSPL,11.1847826086957,82.6086956521739,46
CWH vm 1 /110,STREAMP,0.134782608695652,19.5652173913043,46
IDF dk 3 /01,PELTCAN,0.603513513513514,51.3513513513514,37
CWH vm 1 /110,TSUGHET,33.7478260869565,100,46
CWH vm 1 /110,RUBUSPE,0.776086956521739,43.4782608695652,46
CWH vm 1 /110,BUCKUND,2.35,45.6521739130435,46
CWH vm 1 /110,VACCALA,9.77173913043478,56.5217391304348,46
ESSFdk 1 /103,PINUCON2,20.7,90,10
ESSFwh 3 /101,GOODOBL,0.207777777777778,59.2592592592593,27
SBS wk 1 /08,DRYOEXP,7.645,95,20
SBPSmk   /04,PLEUSCH,48.5384615384615,100,13
IDF dk 3 /05,RHYTTRI,0.200166666666667,66.6666666666667,6
IDF xh 2 /101,CLADONI,0.46078431372549,29.4117647058824,51
CWH vm 1 /110,VACCPAR,7.74565217391304,86.9565217391305,46
SBS dw 1 /07,ARALNUD,5.42857142857143,71.4285714285714,7
ESSFdk 2 /104,ALLICER,0.0241379310344828,6.89655172413793,29
IDF dk 3 /08,EQUIARV,0.5,33.3333333333333,6
SBS dw 2 /05,ORTHSEC,0.225,100,4
CWH xm 1 /114,PSEUMEN,8.75,50,4
IDF xh 1 /104,LETHCOL,0.111111111111111,6.66666666666667,45
SBS dw 3 /04,RAMATHR,0.181818181818182,18.1818181818182,11
MS  xk 1 /104,PELTAPH,2.775,66.6666666666667,24
BG  xw 1 /102,KOELMAC,0.6,60,5
IDF dk 1 /104,PELTRUF,0.5625,33.3333333333333,24
ICH mw 3 /05,PSEUMEN1,16.3518518518519,62.962962962963,27
IDF dk 3 /06,ALLICER,0.0136363636363636,18.1818181818182,11
BWBSmw   /104,RUBUPUB,0.245161290322581,25.8064516129032,31
SBS mc 1 /01,NEOTBOR,0.0615384615384615,11.5384615384615,26
ESSFwcw  /101,RHYTROB,0.194871794871795,15.3846153846154,39
ESSFmw   /06,RUBUPED,7.1,64.2857142857143,14
IDF dm 2 /101,AMELALN,1.28765957446809,68.0851063829787,47
IDF xx 1 /110,PINUPON,4.57142857142857,28.5714285714286,7
SBS mw   /01,OSMOBER,0.0773461538461539,76.9230769230769,26
BWBSmk   /Wb03,SPHACAI,2.21612903225806,22.5806451612903,31
IDF dk 3 /01,DICRPOL,1.67945945945946,78.3783783783784,37
BWBSwk 3 /103,PELTNEO,0.0789473684210526,10.5263157894737,19
SBS mc 3 /07,MAIARAC,0.2,37.5,8
MS  xk 2 /101,PARMSUL,0.185185185185185,11.1111111111111,27
IDF dk 2 /104,SYMPFOL,0.0244390243902439,7.31707317073171,41
SBS dw 2 /08,POPUTRI,1.56666666666667,33.3333333333333,15
CWH xm 1 /114,RHYTTRI,0.375,50,4
SBS wk 2 /06,VICIAME,0.390555555555556,27.7777777777778,18
CWH vm 1 /115,DRYOEXP,2.305,25,20
ESSFwm 3 /101,ABIELASD,0.0305,15,20
CWH vm 1 /115,VACCPAR,0.12,25,20
CWH vm 1 /115,PECTOVA,0.035,15,20
ESSFdc 2 /104,DICRANU,2.0357380952381,28.5714285714286,42
ESSFmv 3 /08,PELTIGE,2.02,80,5
ICH wk 1 /104,RUBUPED,1.77111111111111,48.8888888888889,45
BWBSmw   /104,DICRFUS,0.106451612903226,6.45161290322581,31
CWH vm 1 /115,DICEFOR,0.05,10,20
SBS mh   /01,PYROASA,0.323076923076923,61.5384615384615,13
SBS mc 1 /06,RUBUPED,6.28888888888889,100,9
ICH dm   /112,BROMVUL,0.216666666666667,50,6
CWH vm 1 /115,TIARTRI,1.805,55,20
ICH vc   /03,ATHYFIL,1.72222222222222,33.3333333333333,18
ESSFmw 1 /103,CLINUNI,3,37.5,8
ICH wk 4 /05,TIARTRI,1.40666666666667,26.6666666666667,15
CWH vm 1 /115,ACERCIR,0.875,10,20
CWH vm 1 /115,STRUSPI,0.535,35,20
ESSFmm 3 /110,MENZFER,26.8333333333333,100,15
ESSFwh 2 /101,ABIELAS,11.48,100,20
SBS mw   /13,ARUNDIO,1.55,75,4
CWH vm 1 /115,ADIAALE,0.275,30,20
CWH vm 1 /115,CAREHEN,0.035,15,20
CWH vm 1 /115,MYCEMUR,0.096,35,20
MS  dm 2 /101,ARNILAT,0.0266666666666667,6.66666666666667,75
ESSFwc 4 /110,DICRSCO,0.294736842105263,21.0526315789474,19
MS  dk   /105,LONIUTA,0.464473684210526,55.2631578947369,38
IDF xh 1 /101,PSEUMEN1,18.09875,46.25,80
ICH mw 5 /110,PROSHOO,0.142857142857143,28.5714285714286,7
CWH vm 1 /115,POA_MAR,0.115,20,20
CWH vm 1 /115,FESTSUB,0.755,10,20
ESSFxv 2 /06,PELTAPH,1.24444444444444,55.5555555555556,9
IDF dh   /101,BERBAQU,4.35,100,8
MS  dm 2 /101,FRITAFF,0.0133333333333333,2.66666666666667,75
IDF xh 2 /101,ERIGSPE,0.0627450980392157,5.88235294117647,51
ESSFxv 2 /04,ARCTUVA,0.08,30,10
CWH vm 1 /115,BROMPAC,0.01,10,20
CWH vm 1 /115,RHIZGLB,1.26,30,20
MS  xk 1 /111,OSMOBER,0.3875,75,8
ESSFwm 3 /105,CLINUNI,0.692307692307692,15.3846153846154,13
ICH vc   /03,RUBUPED,6.27777777777778,77.7777777777778,18
SBS mc 3 /02,PELTAPH,2,100,2
ESSFwmw  /101,PECTBRE,0.66888,44,25
ESSFdk 2 /111,ABIELAS,17.8421052631579,100,19
IDF mw 2 /01,PRUNVIR,0.078125,6.25,32
ESSFmkw  /102,ORTHSEC,0.375,75,8
ICH xw  a/104,CORYCOR,0.5,50,4
SBS vk   /01,MAIASTE,0.308695652173913,19.5652173913043,46
SBS dw 1 /07,SORBSCO,0.428571428571429,57.1428571428571,7
SBS mc 2 /05,GALITRF,0.0388888888888889,16.6666666666667,18
SBS wk 1 /11,TIARTRI,0.0125,12.5,16
ESSFmw   /08,BRACFRI,5,33.3333333333333,6
ESSFdk 1 /111,RIBELAC,5.66666666666667,66.6666666666667,3
ESSFdh 1 /111,MENZFER,1.5,40,5
ICH mw 5 /112,GYMNDRY,19.75,100,8
BWBSdk   /102,CALACAN,0.0111851851851852,18.5185185185185,27
SBS mm   /08,CORNCAN,3.5,83.3333333333333,6
ICH wc   /01,LINNBOR,0.188888888888889,33.3333333333333,9
ESSFwv   /05,ABIELAS,33.375,100,16
IDF dk 1 /103,SEDULAN,0.335294117647059,29.4117647058824,17
SBPSxc   /04,MAIASTE,0.244444444444444,44.4444444444444,9
ESSFdkw  /101,PICEENG,10.0797727272727,88.6363636363637,44
IDF xh 2 /102,LETHVUL,1.7,80,5
SBS mk 1 /01,PETAFRI3,1.10647058823529,58.8235294117647,17
SBS mw   /01,VIBUEDU,0.561538461538462,80.7692307692308,26
SBS wk 1 /08,CHAMANG,0.28,30,20
IDF dm 2 /104,ARCTUVA,4.31388888888889,75,36
MS  xk 2 /112,LINNBOR,1.44285714285714,64.2857142857143,14
ICH wk 1 /110,MITELLA,0.0423728813559322,6.77966101694915,59
ICH mw 3 /08,VACCOVL,2.53888888888889,50,18
ICH wk 1 /111,PHEGCON,0.05,10,20
IDF dk 4 /05,SOLIBEL,0.22,80,5
IDF ww   /01,BERBAQU,4.99210526315789,78.9473684210526,38
ICH vk 1 /104,DICRFUS,1.47916666666667,33.3333333333333,24
ESSFdk 2 /111,DICRSCO,0.894736842105263,26.3157894736842,19
ICH mc 2 /05,MITENUD,1.224,56,25
BWBSwk 2 /104,LYCOANN,0.866666666666667,41.6666666666667,12
MS  dm 1 /104,PLEUSCH,2.704,56,25
BWBSwk 2 /101,CLADINA,0.0117647058823529,11.7647058823529,17
ICH mw 4 /103,LINNBOR,1.6,30,10
ICH wk 1 /104,VACCOVL,1.56,75.5555555555556,45
BWBSmk   /111,PLEUSCH,6.36808510638298,51.0638297872341,47
